Time,P (deg/s),Q (deg/s),R (deg/s),P dot (deg/s^2),Q dot (deg/s^2),R dot (deg/s^2),P_{inertial} (deg/s),Q_{inertial} (deg/s),R_{inertial} (deg/s),q bar (psf),Reynolds Number,V_{Total} (ft/s),V_{Inertial} (ft/s),UBody,VBody,WBody,UdotBody,VdotBody,WdotBody,UdotBody_i,VdotBody_i,WdotBody_i,BodyAccel_X,BodyAccel_Y,BodyAccel_Z,Aero V_{X Body} (ft/s),Aero V_{Y Body} (ft/s),Aero V_{Z Body} (ft/s),V_{X_{inertial}} (ft/s),V_{Y_{inertial}} (ft/s),V_{Z_{inertial}} (ft/s),V_{X_{ecef}} (ft/s),V_{Y_{ecef}} (ft/s),V_{Z_{ecef}} (ft/s),V_{North} (ft/s),V_{East} (ft/s),V_{Down} (ft/s),I_{xx},I_{xy},I_{xz},I_{yx},I_{yy},I_{yz},I_{zx},I_{zy},I_{zz},Mass,Weight,X_{cg},Y_{cg},Z_{cg},Altitude ASL (ft),Altitude AGL (ft),Phi (deg),Theta (deg),Psi (deg),Q(1)_{LOCAL},Q(2)_{LOCAL},Q(3)_{LOCAL},Q(4)_{LOCAL},Q(1)_{ECEF},Q(2)_{ECEF},Q(3)_{ECEF},Q(4)_{ECEF},Q(1)_{ECI},Q(2)_{ECI},Q(3)_{ECI},Q(4)_{ECI},Alpha (deg),Beta (deg),Latitude (deg),Latitude Geodetic (deg),Longitude (deg),X_{ECI} (ft),Y_{ECI} (ft),Z_{ECI} (ft),X_{ECEF} (ft),Y_{ECEF} (ft),Z_{ECEF} (ft),Earth Position Angle (deg),Distance AGL (ft),Terrain Elevation (ft),navigation/actual-heading-rad,propulsion/tank[0]/contents-volume-gal,propulsion/tank[1]/contents-volume-gal,systems/mixture-cmd-norm,guidance/wp-heading-rad,guidance/wp-distance,guidance/wp-heading-deg,guidance/selected_target_heading,guidance/angle-to-heading-rad,ap/roll-control-autopilot-on,ap/roll-autopilot-windup-trigger,ap/limited-roll-angle-rad,ap/roll-attitude-selector,ap/limited-roll-angle-error,ap/roll-rate-pid-control,ap/total-limited-roll-rate,ap/roll-rate-saturation,ap/limited-roll-rate-error,ap/roll-command-pid-control,ap/roll-cmd-smoother,ap/roll-cmd-norm-output,ap/roll-command-selector-steering,fcs/attitude/sensor/phi-rad,fcs/wing-leveler-ap-on-off,fcs/roll-ap-error-pid,fcs/roll-ap-autoswitch,fcs/heading-true-degrees,fcs/heading-error,fcs/heading-error-bias-switch,fcs/heading-corrected,fcs/heading-command,fcs/heading-roll-error-lag,fcs/heading-roll-error,fcs/heading-roll-error-switch,fcs/heading-pi-controller,fcs/roll-command-selector,fcs/altitude-error,fcs/alt-error-lag,fcs/hdot-command,fcs/hdot-error,fcs/ap-alt-hold-switch,fcs/windup-trigger,fcs/altitude-hold-pid,fcs/elevator,fcs/pitch-trim-sum,fcs/elevator-control,fcs/elevator-actuator,fcs/roll-trim-sum,fcs/left-aileron-control,fcs/left-aileron-actuator,fcs/right-aileron-control,fcs/right-aileron-actuator,fcs/delta-aileron-pos,fcs/effective-aileron-pos,fcs/yaw-trim-sum,fcs/rudder-control,fcs/flaps-control,fcs/flap-position-normalizer,IO320 Power Available (engine 0 in ft-lbs/sec),IO320 HP (engine 0),IO320 equivalent ratio (engine 0),IO320 MAP (engine 0 in inHg),Fixed-Pitch 75-inch Two-Blade Propeller Torque (engine 0),Fixed-Pitch 75-inch Two-Blade Propeller PFactor Pitch (engine 0),Fixed-Pitch 75-inch Two-Blade Propeller PFactor Yaw (engine 0),Fixed-Pitch 75-inch Two-Blade Propeller Thrust (engine 0 in lbs),Fixed-Pitch 75-inch Two-Blade Propeller RPM (engine 0),Fuel Tank 0,Fuel Tank 1,/fdm/jsbsim/position/vrp-gc-latitude_deg,/fdm/jsbsim/position/vrp-longitude_deg,/fdm/jsbsim/position/vrp-radius-ft,velocities/pi-deg_sec
5.1,4.762674986217064,1.403693945251278,7.917219103677636,-0.9094885945563543,-0.5198243105969773,2.249528670751641,4.766526867464275,1.402916388342775,7.918638511852166,13.04815974,3233325.764,106.427008244,1566.69607764,105.8932167415821,7.195524279269538,7.845964712263328,-5.876967716420769,1.885536944843702,-0.2670771551366258,-7.758789529281238,12.0621838349418,-9.879171200969497,-0.1643440964123114,-0.6448438985802091,-28.9841108332178,105.8932167415821,7.195524279269538,7.845964712263328,10.67487096053643,1563.531611801024,98.95223960232642,11.26126451705217,37.5279400308635,98.9522396023264,98.95190396523974,37.52790372127321,-11.26433432299212, 2095.734879,-10.78165492, 13.55483334,-10.78165492, 1505.011878, 3.979907608, 13.55483334, 3.979907608, 3150.439301,77.08075536,2480,45.48951612903226,4.22741935483871,35.42701612903226,1061.4179729819,1061.4179729843,31.71450997667227,11.71638131868097,19.68843720802602,0.9476004010870001,0.2510262562157904,0.1432090821865319,0.1361266224121201,0.7713098661039498,0.08124314814848116,-0.5688019180667199,0.2737608798445303,0.7712589472260831,0.08134891485276773,-0.5687868011564022,0.2739042993570168,4.2374832670225,3.8767218762054,0.0016960042396181,0.0017074338710348,0.00018473725565671,20926706.26183533,7850.071170031494,619.4485065120531,20926707.73409432,67.47342630808271,619.4485065120531,0.021308178074426,1061.4179729843,0,0.346628054,19.6969697,19.6969697,0.961885126,-3.03309537,623.080627,-173.796364,-3.03309537,2.90346189,0,1,0.523,0,-0.55352262,-0.174,0.348,0,-0.25725701,-0.643142524,-0.643542263,0,0,0.139592578,-1,29.5510728,0,19.6898875,-19.6898875,0,-19.6898875,-0.343588537,-0.164400433,-0.717923053,0,0,0,-100,-99.392873,-10.8721709,-22.1365053,0,0,0,-0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,-825,-1.5,1.29953,29.0201,0,-0,-0,-0,0,130,130,0.00169655331442721143,0.000184453739276684578,20926708.1869059838,4.76652686746427534
5.2,4.67330606802024,1.353334376463525,8.145183066825505,-0.8731164559608577,-0.4839828646257227,2.313680003826943,4.67714333112816,1.352514758394867,8.146618316461154,12.91016463,3216150.075,105.864432294,1567.8350679,105.3167557869797,7.383138528297906,7.819734062491136,-5.646833281566343,1.828264249839034,-0.2644324973055454,-8.104050260289402,12.11120746942528,-9.88963708532164,-0.1662197697718751,-0.6579599618504174,-28.71767013207816,105.3167557869797,7.383138528297906,7.819734062491136,9.881628737956959,1564.740313100792,97.96379992197141,10.48016016375448,38.73678061765654,97.96379992197139,97.96348259669291,38.73674491687255,-10.48325787162722, 2095.734879,-10.78165492, 13.55483334,-10.78165492, 1505.011878, 3.979907608, 13.55483334, 3.979907608, 3150.439301,77.08075536,2480,45.48951612903226,4.22741935483871,35.42701612903226,1062.5056400523,1062.5056400528,32.34076682656924,11.40802263812736,20.45725073860374,0.9454088384679701,0.2557605795762835,0.1431494703874184,0.142467130276597,0.7697178952373599,0.08010727007555921,-0.5672945542915615,0.2815920377133354,0.7696644929638655,0.08021482484048444,-0.5672793561585249,0.2817379673080211,4.2464005099502,3.9991368391465,0.0017229612522366,0.0017345725504679,0.00019517749152716,20926707.28994801,8006.484725443068,629.2943172026595,20926708.82145301,71.28662125582287,629.2943172026595,0.02172598548765,1062.5056400528,-6.5413019554004e-09,0.360046381,19.6969697,19.6969697,0.961847045,-3.02879322,633.286761,-173.549851,-3.02879322,2.89434571,0,1,0.523,0,-0.564452864,-0.174,0.348,0,-0.255692066,-0.639230165,-0.639615082,0,0,0.154932422,-1,30.0665451,0,20.4587576,-20.4587576,0,-20.4587576,-0.357005321,-0.173468539,-0.737921403,0,0,0,-100,-99.4506491,-10.8774091,-21.360667,0,0,0,-0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,-825,-1.5,1.29953,29.0157,0,-0,-0,-0,0,130,130,0.00172351507136195748,0.000194914639000016391,20926709.2754811011,4.67714333112815961
5.3,4.588020604475759,1.306652797130229,8.379157712068203,-0.8271790468328594,-0.4461031577550151,2.368876973987078,4.591842396352384,1.305789695266184,8.38060866536812,12.77867656,3199700.02,105.325510347,1568.9796312,104.7640249459508,7.564363079322593,7.793755078555233,-5.402315219580943,1.757318405337209,-0.2615048603664789,-8.438206219648052,12.15661982136853,-9.900248771971185,-0.1682678654110122,-0.6702847393096898,-28.46079988829139,104.7640249459508,7.564363079322593,7.793755078555233,9.054415214655895,1565.953729769777,96.97431052032842,9.665112799011778,39.95036700188668,96.97431052032839,96.97401333645414,39.9503322604351,-9.668237667650764, 2095.734879,-10.78165492, 13.55483334,-10.78165492, 1505.011878, 3.979907608, 13.55483334, 3.979907608, 3150.439301,77.08075536,2480,45.48951612903226,4.22741935483871,35.42701612903226,1063.5134930462,1063.5134930444,32.95654575206279,11.07496695078688,21.23887859142369,0.9431494620323402,0.2604400135651372,0.1429774831212005,0.148988358345963,0.7679985104574883,0.0788047879042605,-0.5658186960997669,0.289512169834712,0.7679425504835342,0.07891412582974118,-0.5658034572156692,0.2896605732649311,4.254592223453,4.1184659511112,0.001749647497895,0.0017614386382273,0.0002059493566053,20926708.23702865,8163.019389766996,639.0412315576002,20926709.82899487,75.22094056128208,639.0412315576002,0.022143792900874,1063.5134930444,-3.2706509776993e-09,0.373688361,19.6969697,19.6969697,0.96181176,-3.02442272,643.420177,-173.299422,-3.02442272,2.88507423,0,1,0.523,0,-0.575200233,-0.174,0.348,0,-0.254196983,-0.635492457,-0.635858235,0,0,0.150330469,-1,30.5728116,0,21.2404431,-21.2404431,0,-21.2404431,-0.370645732,-0.182754213,-0.757954446,0,0,0,-100,-99.5029271,-10.8821242,-20.5503619,0,0,0,-0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,-825,-1.5,1.29953,29.0114,0,-0,-0,-0,0,130,130,0.00175020627828863045,0.000205707445079662512,20926710.2840893865,4.59184239635238356
5.4,4.507748332536503,1.263879076123594,8.618218034665222,-0.7723363620418898,-0.4054932687728869,2.414503973614526,4.511553729208262,1.262971061580744,8.619684584771775,12.65391672,3184014.654,104.811524397,1570.12951622,104.2364548949412,7.737900040522188,7.768012642727271,-5.143594094633426,1.674242178163015,-0.2591095785932183,-8.760725636269349,12.19944302851083,-9.911670233936627,-0.1704384075752647,-0.6817190687984259,-28.21447058812144,104.2364548949412,7.737900040522188,7.768012642727271,8.194368963535499,1567.171552458021,95.98372356289218,8.817261010812759,41.16839037161027,95.98372356289221,95.98344835064567,41.16835696880739,-8.820412333195339, 2095.734879,-10.78165492, 13.55483334,-10.78165492, 1505.011878, 3.979907608, 13.55483334, 3.979907608, 3150.439301,77.08075536,2480,45.48951612903226,4.22741935483871,35.42701612903226,1064.4381940551,1064.4381940543,33.56185811467228,10.71704090701664,22.03354731132224,0.9408171270969717,0.2650679912991204,0.1426938939296606,0.1556937570515944,0.7661486208283613,0.07733568930438901,-0.5643701586042913,0.2975261434556329,0.7660900269179967,0.07744680501140622,-0.5643549212656369,0.2976769824718821,4.2619747743347,4.2338163308946,0.0017760626848028,0.0017880318405605,0.00021705410572342,20926709.0997366,8319.67561820781,648.6891427740816,20926710.75338206,79.27684249923732,648.6891427740816,0.022561600314098,1064.4381940543,0,0.387557946,19.6969697,19.6969697,0.961779387,-3.01998481,653.481972,-173.045129,-3.01998481,2.87564255,0,1,0.523,0,-0.585764927,-0.174,0.348,0,-0.252788091,-0.631970228,-0.632312901,0,0,0.173340234,-1,31.0700569,0,22.0351703,-22.0351703,0,-22.0351703,-0.384513722,-0.192257852,-0.778022779,0,0,0,-100,-99.5502301,-10.8863769,-19.7067893,0,0,0,-0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,-825,-1.5,1.29953,29.0072,0,-0,-0,-0,0,130,130,0.00177662662848351253,0.000216833431490605442,20926711.2093913257,4.51155372920826192
5.5,4.433317174453047,1.225308316860909,8.861384066145787,-0.7099516521325796,-0.361724431821854,2.450090471901903,4.437105178463421,1.224353966442898,8.862866140486544,12.53609806,3169132.225,104.32373023,1571.28455032,103.7354516092885,7.902605738345827,7.742453820290205,-4.870982928039227,1.580575742896187,-0.2572040834632894,-9.071778198423758,12.24031527613079,-9.924377578471745,-0.1727496212986189,-0.6921816541121389,-27.97885832720452,103.7354516092885,7.902605738345827,7.742453820290205,7.302645696575091,1568.393554516222,94.99193437071139,7.937760548438884,42.39062456704551,94.99193437071139,94.99168295732372,42.39059291128612,-7.940937650114427, 2095.734879,-10.78165492, 13.55483334,-10.78165492, 1505.011878, 3.979907608, 13.55483334, 3.979907608, 3150.439301,77.08075536,2480,45.48951612903226,4.22741935483871,35.42701612903226,1065.2765205093,1065.2765205109,34.15677046388176,10.33413794343299,22.84142952191441,0.9384062557116657,0.269648375383627,0.1423000036557315,0.1625858599440965,0.7641652019183248,0.07570091397217828,-0.5629440776948235,0.3056384811983389,0.7641038959026217,0.07581380140553122,-0.5629288858322525,0.3057917155165209,4.2684437794558,4.3443625442435,0.0018022064998308,0.0018143518422324,0.00022849292142167,20926709.87484652,8476.453839510021,658.237936255285,20926711.59139209,83.45475893559342,658.237936255285,0.022979407727323,1065.2765205109,0,0.401658151,19.6969697,19.6969697,0.961750038,-3.01548037,663.473255,-172.787025,-3.01548037,2.86604678,0,1,0.523,0,-0.596148106,-0.174,0.348,0,-0.251480033,-0.628700082,-0.629016227,0,0,0.181010156,-1,31.5584906,0,22.8431121,-22.8431121,0,-22.8431121,-0.398612305,-0.201980003,-0.798128109,0,0,0,-100,-99.5930316,-10.8902226,-18.8311603,0,0,0,-0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,-825,-1.5,1.29953,29.0032,0,-0,-0,-0,0,130,130,0.0018027757901567373,0.000228293800048617732,20926712.0481627174,4.43710517846342167
5.6,4.365420133924405,1.191270457280225,9.107636344238147,-0.6413515367960833,-0.3145086083713299,2.475327972687939,4.369189672079651,1.190268365605748,9.109133908202253,12.42542523,3155090.056,103.863353336,1572.44461964,103.2623865063626,8.057489017283661,7.717031163376639,-4.584860795063731,1.477825389518852,-0.2557260198633422,-9.37155589233512,12.27985094350529,-9.938871477378679,-0.1752237711477346,-0.7016084743346939,-27.75413964307897,103.2623865063626,8.057489017283661,7.717031163376639,6.380382637729431,1569.619571784238,93.99878954412524,7.027748690631818,43.61690588304228,93.9987895441252,93.99856375137388,43.61687641215261,-7.030950928252707, 2095.734879,-10.78165492, 13.55483334,-10.78165492, 1505.011878, 3.979907608, 13.55483334, 3.979907608, 3150.439301,77.08075536,2480,45.48951612903226,4.22741935483871,35.42701612903226,1066.0253644958,1066.0253644979,34.74139436943495,9.926227359908744,23.66264669446267,0.9359108780162769,0.2741853293049357,0.1417977036696431,0.1696662749009402,0.762045369752768,0.07390226890973955,-0.5615348945749802,0.3138532639037313,0.7619812715540817,0.0740169211252585,-0.5615197935625056,0.3140088511897125,4.2738982645818,4.4493502963688,0.0018280785945866,0.001840398292507,0.0002402669329182,20926710.55924773,8633.354462890587,667.6874845250375,20926712.3399171,87.75510225591461,667.6874845250375,0.023397215140547,1066.0253644979,0,0.415991095,19.6969697,19.6969697,0.961723823,-3.01091025,673.395149,-172.525157,-3.01091025,2.85628396,0,1,0.523,0,-0.606351718,-0.174,0.348,0,-0.250285097,-0.625712742,-0.625999517,0,0,0.194816016,-1,32.0383287,0,23.6643897,-23.6643897,0,-23.6643897,-0.412943601,-0.21192131,-0.818273028,0,0,0,-100,-99.6317599,-10.8937114,-17.9246623,0,0,0,-0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,-825,-1.5,1.29953,28.9994,0,-0,-0,-0,0,130,130,0.00182865339248277519,0.000240089698940266745,20926712.797294002,4.36918967207965103
5.7,4.304619959347623,1.162119766548658,9.355931352012684,-0.5678075474258328,-0.2636530456145403,2.490053073482459,4.30836988089741,1.161068558208484,9.3574444127684,12.32209454,3141924.422,103.431584875,1573.60966655,102.8185900310228,8.201706543079048,7.691703560358853,-4.285669168386701,1.367436275053386,-0.2546075524415308,-9.660264266961423,12.3186361617157,-9.955678094593932,-0.1778857140890402,-0.7099515351853818,-27.54049657642278,102.8185900310228,8.201706543079048,7.691703560358853,5.428697094527312,1570.849500180508,93.00408433579119,6.088342818915773,44.84713065991124,93.00408433579121,93.00388597767824,44.84710384146047,-6.091569578609429, 2095.734879,-10.78165492, 13.55483334,-10.78165492, 1505.011878, 3.979907608, 13.55483334, 3.979907608, 3150.439301,77.08075536,2480,45.48951612903226,4.22741935483871,35.42701612903226,1066.6817308553,1066.6817308562,35.31587571236238,9.493360811975272,24.49727239416526,0.9333246835484589,0.2786831865634729,0.1411895157572514,0.1769356867515162,0.7597864453003483,0.07194233403384291,-0.5601363638379746,0.322174039950453,0.7597194729834748,0.07205874297461427,-0.560121400306026,0.3223319358205864,4.2782418879615,4.5480985003216,0.0018536785717055,0.0018661707913458,0.00025237723290835,20926711.14994228,8790.37788417794,677.0376422210744,20926712.99596201,92.17827150106859,677.0376422210744,0.023815022553771,1066.6817308562,0,0.430558061,19.6969697,19.6969697,0.961700846,-3.00627522,683.248779,-172.25957,-3.00627522,2.84635203,0,1,0.523,0,-0.616378309,-0.174,0.348,0,-0.24921329,-0.623033225,-0.623288351,0,0,0.194816016,-1,32.5097866,0,24.4990769,-24.4990769,0,-24.4990769,-0.427508892,-0.222082469,-0.838460778,0,0,0,-100,-99.6668028,-10.8968888,-16.9884583,0,0,0,-0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,-825,-1.5,1.29953,28.9957,0,-0,-0,-0,0,130,130,0.00185425901192963439,0.000252222239073028327,20926713.4537883513,4.30836988089740913
5.8,4.251355274137258,1.138225884842357,9.605215217372491,-0.4905229646287292,-0.2090481200871723,2.49422972358216,4.255084349447444,1.137124226464927,9.606743827723397,12.22629402,3129670.429,103.029577655,1574.77968641,102.4053455839843,8.334555669770882,7.666436547856687,-3.973908110873176,1.250771256035499,-0.2537805451986763,-9.938118497128475,12.35722283396805,-9.975347972534038,-0.1807619051351589,-0.7171774322019847,-27.33811619039809,102.4053455839843,8.334555669770882,7.666436547856687,4.448685309022313,1572.083292574792,92.00756015019853,5.120639269842587,46.0812521575295,92.00756015019854,92.00739103076107,46.08122848910288,-5.123889965426048, 2095.734879,-10.78165492, 13.55483334,-10.78165492, 1505.011878, 3.979907608, 13.55483334, 3.979907608, 3150.439301,77.08075536,2480,45.48951612903226,4.22741935483871,35.42701612903226,1067.2427351139,1067.2427351129,35.88038493933698,9.035677121931398,25.3453363414895,0.9306410772234615,0.2831463287740095,0.1404786190033696,0.1843938705300745,0.7573860130667354,0.06982436661011153,-0.5587415740418525,0.3306037484294524,0.7573160829160214,0.06994252287453627,-0.5587267956964435,0.3307639064672317,4.2813838885128,4.6399999232673,0.0018790059704461,0.0018916688749068,0.0002648248935906,20926711.64404292,8947.524491668462,686.2882408343119,20926713.55664239,96.72465822046797,686.2882408343119,0.024232829966995,1067.2427351129,-3.2706509776945e-09,0.445359569,19.6969697,19.6969697,0.961681207,-3.00157601,693.035275,-171.990305,-3.00157601,2.83624973,0,1,0.523,0,-0.626230854,-0.174,0.348,0,-0.248272444,-0.620681111,-0.62090284,0,0,0.19635,-1,32.9730734,0,25.3472033,-25.3472033,0,-25.3472033,-0.442308698,-0.232464186,-0.85869504,0,0,0,-100,-99.6985109,-10.8997962,-16.0236862,0,0,0,-0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,-825,-1.5,1.29953,28.9921,0,-0,-0,-0,0,130,130,0.00187959215794674772,0.000264692509673316646,20926714.0147596113,4.25508434944744351
5.9,4.205947925637038,1.119966000242723,9.854435628792583,-0.4106217574289848,-0.150657054260947,2.48793137631896,4.209654845403854,1.118812612362076,9.855979890976819,12.1382034,3118361.897,102.658442146,1575.95472377,102.0238838482878,8.455465465407009,7.64120227083782,-3.650132149808031,1.129095525042594,-0.2531785192681006,-10.20534028316704,12.39612322234336,-9.99845427975797,-0.1838795199040596,-0.7232657949491388,-27.14718929893354,102.0238838482878,8.455465465407009,7.64120227083782,3.441421654742528,1573.320955088625,91.00890218924098,4.125712532828124,47.31927685706004,91.00890218924098,91.0087641004815,47.31925686649632,-4.128986603867188, 2095.734879,-10.78165492, 13.55483334,-10.78165492, 1505.011878, 3.979907608, 13.55483334, 3.979907608, 3150.439301,77.08075536,2480,45.48951612903226,4.22741935483871,35.42701612903226,1067.7056013718,1067.7056013777,36.43510831367885,8.553405576954919,26.20682909131001,0.9278532388791765,0.287579073635665,0.1396688650163739,0.1920397137399256,0.7548419739652098,0.06755220629416935,-0.5573429790497083,0.3391446556693646,0.7547690005864226,0.06767209889862021,-0.5573284344996844,0.3393070274582581,4.2832398403185,4.7245206459159,0.0019040602516202,0.0019168920003722,0.00027761098175705,20926712.03877093,9104.79467164117,695.4390832048412,20926714.0191824,101.39465198363,695.4390832048412,0.024650637380219,1067.7056013777,0,0.460395454,19.6969697,19.6969697,0.961665004,-2.99681326,702.755763,-171.7174,-2.99681326,2.82597659,0,1,0.523,0,-0.635912603,-0.174,0.348,0,-0.247468341,-0.618670853,-0.618857937,0,0,0.219359766,-1,33.4283877,0,26.2087595,-26.2087595,0,-26.2087595,-0.457342854,-0.24306714,-0.878979743,0,0,0,-100,-99.7272015,-10.9024713,-15.0314579,0,0,0,-0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,-825,-1.5,1.29953,28.9887,0,-0,-0,-0,0,130,130,0.00190465225803516523,0.000277501592974286465,20926714.4774302132,4.20965484540385404
6,4.168611346433544,1.107717949830083,10.10255198123128,-0.3291395733509373,-0.08850790131350279,2.471323551164198,4.172294721480151,1.106511618463703,10.10411205057429,12.05799419,3108031.24,102.319242586,1577.13486821,101.6753775401208,8.563986459610195,7.615979342398376,-3.314945949127594,1.003566668718459,-0.2527367763662447,-10.4621550813095,12.4358053246088,-10.02559068769023,-0.1872656476234683,-0.7282076767070331,-26.96790906201938,101.6753775401208,8.563986459610195,7.615979342398376,2.407958124133243,1574.562542892687,90.00773729345265,3.104614738070501,48.56126025950419,90.00773729345265,90.00763201337861,48.56124450509999,-3.107911647786859, 2095.734879,-10.78165492, 13.55483334,-10.78165492, 1505.011878, 3.979907608, 13.55483334, 3.979907608, 3150.439301,77.08075536,2480,45.48951612903226,4.22741935483871,35.42701612903226,1068.0676600374,1068.0676600371,36.98024017709415,8.046867877489582,27.08170713767194,0.9249541853362945,0.2919855734603455,0.1387647827457747,0.1998712460295953,0.7521525926066465,0.0651301823975511,-0.5559324385072306,0.3477983044687912,0.7520764890522121,0.0652517985363137,-0.5559181771011904,0.3479628396411945,4.2837323372275,4.8011985709768,0.0019288407819032,0.0019418395301537,0.00029073657280059,20926712.33145391,9262.188813476583,704.4899377919588,20926714.38091251,106.1886454960677,704.4899377919588,0.025068444793443,1068.0676600371,0,0.475664957,19.6969697,19.6969697,0.96165233,-2.99198758,712.411362,-171.440888,-2.99198758,2.81553277,0,1,0.523,0,-0.645426949,-0.174,0.348,0,-0.246804858,-0.617012144,-0.617163794,0,0,0.22089375,-1,33.8759133,0,27.083702,-27.083702,0,-27.083702,-0.4726106,-0.253891953,-0.899318903,0,0,0,-100,-99.7531619,-10.9049482,-14.0128598,0,0,0,-0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,-825,-1.5,1.29953,28.9855,0,-0,-0,-0,0,130,130,0.0019294386422419403,0.000290650577849182177,20926714.8391289338,4.17229472148015113
6.1,4.139459719854607,1.101854026885187,10.34854381304445,-0.2470168603966075,-0.02268752671701301,2.444647221715898,4.14311808154259,1.100593614742467,10.35011990138108,11.9858298,3098709.357,102.012993185,1578.32024963,101.3609365991296,8.659779633364241,7.590752735396013,-2.96899988290104,0.8752296729240285,-0.2523916876508743,-10.70878943332026,12.47668912522485,-10.05736905307715,-0.190946537512984,-0.7320039458541133,-26.80046977938323,101.3609365991296,8.659779633364241,7.590752735396013,1.349324086881605,1575.808155585316,89.00363200647986,2.058375414948221,49.80730226530419,89.00363200647988,89.00356129724065,49.80729133598762,-2.061694647978998, 2095.734879,-10.78165492, 13.55483334,-10.78165492, 1505.011878, 3.979907608, 13.55483334, 3.979907608, 3150.439301,77.08075536,2480,45.48951612903226,4.22741935483871,35.42701612903226,1068.3263456114,1068.3263456079,37.51597622055345,7.516478888162082,27.96989825825443,0.9219368339954417,0.2963697247666577,0.1377715740164588,0.2078856747282614,0.7493165391118259,0.06256302483480469,-0.554501265971353,0.3565654752961396,0.7492372170278858,0.06268634963988982,-0.5544873376454498,0.3567321215982592,4.2827916690302,4.8696412100205,0.0019533468175847,0.0019665107155327,0.00030420276351241,20926712.51952352,9419.707314333718,713.4405327393216,20926714.63926728,111.1070392734073,713.4405327393216,0.025486252206667,1068.3263456079,3.2706509776916e-09,0.491166816,19.6969697,19.6969697,0.961643275,-2.98709948,722.003178,-171.1608,-2.98709948,2.80491901,0,1,0.523,0,-0.654777307,-0.174,0.348,0,-0.246284124,-0.615710311,-0.615826159,0,0,0.225495703,-1,34.3158167,0,27.9719586,-27.9719586,0,-27.9719586,-0.488110677,-0.26493917,-0.919716478,0,0,0,-100,-99.7766518,-10.907258,-12.9689526,0,0,0,-0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,-825,-1.5,1.29953,28.9825,0,-0,-0,-0,0,130,130,0.00195395052713118189,0.000304140572267026787,20926715.0972887054,4.14311808154258987
6.2,4.118517731448615,1.102735318938739,10.5914176321951,-0.1650942279569886,0.04666297237265959,2.40820335719936,4.122149532728705,1.101419776192814,10.59301001098173,11.92186564,3090425.52,101.740654481,1579.51103342,101.0816038238736,8.742605120829246,7.565513755856504,-2.612985594766877,0.7450163379910286,-0.2520797945767619,-10.94546833489632,12.51914370712408,-10.09441701486907,-0.1949468998683942,-0.734663726722142,-26.64506599979703,101.0816038238736,8.742605120829246,7.565513755856504,0.2665263133197194,1577.057932239594,87.99609087629186,0.9880015151093602,51.05754222240688,87.99609087629189,87.99605648240075,51.05753673788252,-0.9913425751240421, 2095.734879,-10.78165492, 13.55483334,-10.78165492, 1505.011878, 3.979907608, 13.55483334, 3.979907608, 3150.439301,77.08075536,2480,45.48951612903226,4.22741935483871,35.42701612903226,1068.4791944325,1068.4791944347,38.04250774905822,6.962746330719681,28.871306921703,0.9187940670758914,0.3007350892756632,0.1366951007773024,0.2160794247678024,0.7463329255184187,0.05985578003096693,-0.5530402833513656,0.365446158653562,0.7462502953120272,0.0599807963342743,-0.5530267384888189,0.3656148620259275,4.2803565064631,4.9295229657929,0.0019775774878202,0.0019909046798005,0.00031801068356705,20926712.60051323,9577.350583347597,722.2905497583133,20926714.79178308,116.1502458361101,722.2905497583133,0.025904059619891,1068.4791944347,-3.2706509776907e-09,0.506899365,19.6969697,19.6969697,0.961637925,-2.98214941,731.532302,-170.877161,-2.98214941,2.79413654,0,1,0.523,0,-0.663967016,-0.174,0.348,0,-0.245906696,-0.614766739,-0.614846794,0,0,0.266913281,-1,34.748245,0,28.8734336,-28.8734336,0,-28.8734336,-0.503841417,-0.276209235,-0.940176251,0,0,0,-100,-99.7979063,-10.9094289,-11.9007715,0,0,0,-0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,-825,-1.5,1.29953,28.9796,0,-0,-0,-0,0,130,130,0.00197818699929007847,0.000317972714470144367,20926715.2494443953,4.12214953272870499
